C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\center_2022_07_15_03_29_57_635.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\left_2022_07_15_03_29_57_635.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\right_2022_07_15_03_29_57_635.jpg,0,0,0,7.048158E-06
C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\center_2022_07_15_03_29_57_730.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\left_2022_07_15_03_29_57_730.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\right_2022_07_15_03_29_57_730.jpg,0,0,0,1.378432E-05
C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\center_2022_07_15_03_29_57_830.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\left_2022_07_15_03_29_57_830.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\right_2022_07_15_03_29_57_830.jpg,0,0,0,2.021623E-06
C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\center_2022_07_15_03_29_57_936.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\left_2022_07_15_03_29_57_936.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\right_2022_07_15_03_29_57_936.jpg,0,0,0,4.373252E-07
C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\center_2022_07_15_03_29_58_034.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\left_2022_07_15_03_29_58_034.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\right_2022_07_15_03_29_58_034.jpg,0,0,0,3.764606E-06
C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\center_2022_07_15_03_29_58_136.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\left_2022_07_15_03_29_58_136.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\right_2022_07_15_03_29_58_136.jpg,0,0,0,1.122554E-05
C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\center_2022_07_15_03_29_58_240.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\left_2022_07_15_03_29_58_240.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\right_2022_07_15_03_29_58_240.jpg,0,0,0,1.548163E-05
C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\center_2022_07_15_03_29_58_342.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\left_2022_07_15_03_29_58_342.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\right_2022_07_15_03_29_58_342.jpg,0,0.2907438,0,0.2735894
C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\center_2022_07_15_03_29_58_440.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\left_2022_07_15_03_29_58_440.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\right_2022_07_15_03_29_58_440.jpg,0,0.5881299,0,0.899514
C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\center_2022_07_15_03_29_58_538.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\left_2022_07_15_03_29_58_538.jpg,C:\Users\Anirudh\PycharmProjects\SelfDrivingimulationProject\Data\IMG\right_2022_07_15_03_29_58_538.jpg,0,0.8816268,0,1.87159
